CustomerID,Segment,Region,PlanID,Month,MRR,MRRDelta,COGS,MovementType
C1120,Enterprise,APAC,P3,2026-05-01,3326.38,0.0,783.09,Renewal
C1121,Enterprise,APAC,P3,2026-05-01,0.0,-2926.89,0.0,Churn
C1122,SMB,NA,P1,2026-05-01,119.64,0.0,38.82,Renewal
C1123,SMB,EMEA,P1,2026-05-01,74.22,0.0,17.14,Renewal
C1124,SMB,EMEA,P1,2026-05-01,108.63,0.0,21.91,Renewal
C1125,Enterprise,EMEA,P3,2026-05-01,1524.18,0.0,295.22,Renewal
C1126,SMB,NA,P1,2026-05-01,101.06,0.0,33.86,Renewal
C1127,SMB,EMEA,P1,2026-05-01,116.54,0.0,38.58,Renewal
C1129,Mid-Market,EMEA,P2,2026-05-01,378.85,82.69,103.07,Expansion
C1130,Enterprise,NA,P3,2026-05-01,2108.6,0.0,519.78,Renewal
C1131,Enterprise,EMEA,P3,2026-05-01,2344.33,310.4,636.35,Expansion
C1132,Enterprise,EMEA,P3,2026-05-01,2301.36,423.67,502.42,Expansion
C1134,SMB,NA,P1,2026-05-01,117.08,0.0,32.53,Renewal
C1135,SMB,APAC,P1,2026-05-01,121.49,0.0,25.15,Renewal
C1136,SMB,APAC,P1,2026-05-01,96.95,0.0,21.81,Renewal
C1137,SMB,NA,P1,2026-05-01,104.69,0.0,32.53,Renewal
C1138,SMB,APAC,P1,2026-05-01,84.55,0.0,17.96,Renewal
C1140,SMB,EMEA,P1,2026-05-01,0.0,-147.63,0.0,Churn
C1141,Mid-Market,EMEA,P2,2026-05-01,814.22,0.0,186.82,Renewal
C1142,SMB,APAC,P1,2026-05-01,94.12,0.0,24.32,Renewal
C1143,SMB,NA,P1,2026-05-01,128.32,0.0,31.22,Renewal
C1144,SMB,NA,P1,2026-05-01,96.06,0.0,24.34,Renewal
C1145,Mid-Market,EMEA,P2,2026-05-01,292.63,0.0,83.78,Renewal
C1146,Mid-Market,EMEA,P2,2026-05-01,513.12,81.61,137.5,Expansion
C1148,SMB,EMEA,P1,2026-05-01,104.06,0.0,28.24,Renewal
C1149,SMB,EMEA,P1,2026-05-01,86.19,0.0,25.82,Renewal
C1150,Mid-Market,EMEA,P2,2026-05-01,479.77,0.0,149.89,Renewal
C1151,SMB,NA,P1,2026-05-01,120.12,0.0,37.22,Renewal
C1152,SMB,NA,P1,2026-05-01,71.72,0.0,16.66,Renewal
C1153,Enterprise,NA,P3,2026-05-01,2483.82,0.0,454.83,Renewal
C1154,Mid-Market,EMEA,P2,2026-05-01,521.84,0.0,120.79,Renewal
C1155,Mid-Market,NA,P2,2026-05-01,620.89,0.0,168.52,Renewal
C1156,Mid-Market,NA,P2,2026-05-01,472.46,0.0,97.41,Renewal
C1157,Mid-Market,EMEA,P2,2026-05-01,404.27,-154.04,109.81,Contraction
C1158,SMB,EMEA,P1,2026-05-01,114.31,0.0,28.59,Renewal
C1159,Enterprise,NA,P3,2026-05-01,1890.11,0.0,485.93,Renewal
C1160,Mid-Market,EMEA,P2,2026-05-01,569.5,0.0,121.18,Renewal
C1161,SMB,NA,P1,2026-05-01,98.71,98.71,20.85,New
C1162,SMB,EMEA,P1,2026-05-01,109.19,109.19,33.76,New
C1163,Mid-Market,EMEA,P2,2026-05-01,550.6,550.6,142.86,New
C1164,Mid-Market,NA,P2,2026-05-01,531.09,531.09,150.09,New
C1165,SMB,EMEA,P1,2026-05-01,87.73,87.73,23.27,New
C1166,SMB,APAC,P1,2026-05-01,117.23,117.23,27.78,New
C1091,SMB,NA,P1,2026-06-01,88.89,0.0,28.7,Renewal
C1095,Enterprise,EMEA,P3,2026-06-01,2366.45,0.0,615.14,Renewal
C1096,SMB,EMEA,P1,2026-06-01,108.51,0.0,33.01,Renewal
C1097,Mid-Market,EMEA,P2,2026-06-01,1152.57,0.0,268.15,Renewal
C1098,Mid-Market,NA,P2,2026-06-01,1540.09,0.0,417.1,Renewal
C1101,Enterprise,EMEA,P3,2026-06-01,1255.62,0.0,271.34,Renewal
C1102,Mid-Market,APAC,P2,2026-06-01,631.57,0.0,133.25,Renewal
C1103,SMB,EMEA,P1,2026-06-01,79.48,0.0,26.83,Renewal
C1104,Mid-Market,EMEA,P2,2026-06-01,457.4,0.0,98.99,Renewal
C1105,Mid-Market,NA,P2,2026-06-01,705.41,0.0,221.52,Renewal
C1106,SMB,EMEA,P1,2026-06-01,42.7,0.0,11.4,Renewal
C1107,Enterprise,NA,P3,2026-06-01,3585.22,0.0,711.71,Renewal
C1109,Mid-Market,EMEA,P2,2026-06-01,401.59,0.0,106.43,Renewal
C1110,SMB,EMEA,P1,2026-06-01,75.94,0.0,25.13,Renewal
C1111,Enterprise,NA,P3,2026-06-01,3086.48,0.0,781.57,Renewal
C1112,Enterprise,APAC,P3,2026-06-01,5005.87,0.0,1304.81,Renewal
C1113,Mid-Market,NA,P2,2026-06-01,767.09,175.94,217.14,Expansion
C1114,SMB,NA,P1,2026-06-01,141.33,0.0,46.27,Renewal
C1116,Enterprise,EMEA,P3,2026-06-01,2833.51,0.0,580.78,Renewal
C1117,SMB,NA,P1,2026-06-01,144.61,28.63,33.72,Expansion
C1118,SMB,EMEA,P1,2026-06-01,96.15,0.0,33.47,Renewal
C1119,Mid-Market,EMEA,P2,2026-06-01,668.11,0.0,209.31,Renewal
C1120,Enterprise,APAC,P3,2026-06-01,3326.38,0.0,611.86,Renewal
C1122,SMB,NA,P1,2026-06-01,119.64,0.0,36.59,Renewal
C1123,SMB,EMEA,P1,2026-06-01,102.24,28.02,23.22,Expansion
C1124,SMB,EMEA,P1,2026-06-01,108.63,0.0,30.98,Renewal
C1125,Enterprise,EMEA,P3,2026-06-01,1524.18,0.0,413.89,Renewal
C1126,SMB,NA,P1,2026-06-01,101.06,0.0,20.73,Renewal
C1127,SMB,EMEA,P1,2026-06-01,116.54,0.0,35.5,Renewal
C1129,Mid-Market,EMEA,P2,2026-06-01,378.85,0.0,89.29,Renewal
C1130,Enterprise,NA,P3,2026-06-01,2108.6,0.0,574.47,Renewal
C1131,Enterprise,EMEA,P3,2026-06-01,2344.33,0.0,649.63,Renewal
C1132,Enterprise,EMEA,P3,2026-06-01,2301.36,0.0,631.55,Renewal
C1134,SMB,NA,P1,2026-06-01,117.08,0.0,31.74,Renewal
C1135,SMB,APAC,P1,2026-06-01,121.49,0.0,40.01,Renewal
C1136,SMB,APAC,P1,2026-06-01,96.95,0.0,31.67,Renewal
C1137,SMB,NA,P1,2026-06-01,104.69,0.0,25.95,Renewal
C1138,SMB,APAC,P1,2026-06-01,114.03,29.48,23.44,Expansion
C1141,Mid-Market,EMEA,P2,2026-06-01,814.22,0.0,221.1,Renewal
C1142,SMB,APAC,P1,2026-06-01,94.12,0.0,22.07,Renewal
C1143,SMB,NA,P1,2026-06-01,128.32,0.0,27.98,Renewal
C1144,SMB,NA,P1,2026-06-01,96.06,0.0,20.32,Renewal
C1145,Mid-Market,EMEA,P2,2026-06-01,292.63,0.0,82.98,Renewal
C1146,Mid-Market,EMEA,P2,2026-06-01,513.12,0.0,123.55,Renewal
C1148,SMB,EMEA,P1,2026-06-01,104.06,0.0,32.12,Renewal
C1149,SMB,EMEA,P1,2026-06-01,86.19,0.0,18.08,Renewal
C1150,Mid-Market,EMEA,P2,2026-06-01,479.77,0.0,114.11,Renewal
C1151,SMB,NA,P1,2026-06-01,120.12,0.0,33.74,Renewal
C1152,SMB,NA,P1,2026-06-01,71.72,0.0,22.85,Renewal
C1153,Enterprise,NA,P3,2026-06-01,2483.82,0.0,526.26,Renewal
C1154,Mid-Market,EMEA,P2,2026-06-01,521.84,0.0,143.56,Renewal
C1155,Mid-Market,NA,P2,2026-06-01,620.89,0.0,190.19,Renewal
C1156,Mid-Market,NA,P2,2026-06-01,472.46,0.0,129.41,Renewal
C1157,Mid-Market,EMEA,P2,2026-06-01,472.95,68.68,95.97,Expansion
C1158,SMB,EMEA,P1,2026-06-01,93.45,-20.86,18.99,Contraction
C1159,Enterprise,NA,P3,2026-06-01,1890.11,0.0,505.55,Renewal
C1160,Mid-Market,EMEA,P2,2026-06-01,569.5,0.0,150.05,Renewal
C1161,SMB,NA,P1,2026-06-01,98.71,0.0,33.65,Renewal
C1162,SMB,EMEA,P1,2026-06-01,109.19,0.0,34.92,Renewal
C1163,Mid-Market,EMEA,P2,2026-06-01,550.6,0.0,176.06,Renewal
C1164,Mid-Market,NA,P2,2026-06-01,531.09,0.0,128.57,Renewal
C1165,SMB,EMEA,P1,2026-06-01,87.73,0.0,27.64,Renewal
C1166,SMB,APAC,P1,2026-06-01,117.23,0.0,30.51,Renewal
C1167,SMB,NA,P1,2026-06-01,96.85,96.85,26.34,New
C1168,Enterprise,EMEA,P3,2026-06-01,1849.21,1849.21,448.9,New
C1169,SMB,EMEA,P1,2026-06-01,85.76,85.76,28.39,New
C1170,SMB,NA,P1,2026-06-01,107.55,107.55,37.39,New
C1171,SMB,NA,P1,2026-06-01,110.98,110.98,34.99,New
C1172,SMB,APAC,P1,2026-06-01,84.81,84.81,22.28,New
C1091,SMB,NA,P1,2026-07-01,88.89,0.0,23.4,Renewal
C1095,Enterprise,EMEA,P3,2026-07-01,2366.45,0.0,600.51,Renewal
C1096,SMB,EMEA,P1,2026-07-01,108.51,0.0,25.59,Renewal
C1097,Mid-Market,EMEA,P2,2026-07-01,1152.57,0.0,245.79,Renewal
C1098,Mid-Market,NA,P2,2026-07-01,1540.09,0.0,373.56,Renewal
C1101,Enterprise,EMEA,P3,2026-07-01,1255.62,0.0,262.08,Renewal
C1102,Mid-Market,APAC,P2,2026-07-01,631.57,0.0,148.77,Renewal
C1103,SMB,EMEA,P1,2026-07-01,79.48,0.0,18.68,Renewal
C1104,Mid-Market,EMEA,P2,2026-07-01,457.4,0.0,93.79,Renewal
C1105,Mid-Market,NA,P2,2026-07-01,705.41,0.0,142.6,Renewal
C1106,SMB,EMEA,P1,2026-07-01,42.7,0.0,14.87,Renewal
C1107,Enterprise,NA,P3,2026-07-01,3585.22,0.0,798.71,Renewal
C1109,Mid-Market,EMEA,P2,2026-07-01,401.59,0.0,98.84,Renewal
C1110,SMB,EMEA,P1,2026-07-01,75.94,0.0,22.93,Renewal
C1111,Enterprise,NA,P3,2026-07-01,3086.48,0.0,622.93,Renewal
C1112,Enterprise,APAC,P3,2026-07-01,5005.87,0.0,1376.59,Renewal
C1113,Mid-Market,NA,P2,2026-07-01,767.09,0.0,225.8,Renewal
C1114,SMB,NA,P1,2026-07-01,141.33,0.0,30.16,Renewal
C1116,Enterprise,EMEA,P3,2026-07-01,2833.51,0.0,628.35,Renewal
C1117,SMB,NA,P1,2026-07-01,197.21,52.6,67.39,Expansion
C1118,SMB,EMEA,P1,2026-07-01,96.15,0.0,25.97,Renewal
C1119,Mid-Market,EMEA,P2,2026-07-01,503.32,-164.79,110.75,Contraction
C1120,Enterprise,APAC,P3,2026-07-01,3326.38,0.0,928.45,Renewal
C1122,SMB,NA,P1,2026-07-01,119.64,0.0,28.09,Renewal
C1123,SMB,EMEA,P1,2026-07-01,141.38,39.14,42.05,Expansion
C1124,SMB,EMEA,P1,2026-07-01,108.63,0.0,31.63,Renewal
C1125,Enterprise,EMEA,P3,2026-07-01,1524.18,0.0,352.5,Renewal
C1126,SMB,NA,P1,2026-07-01,101.06,0.0,23.71,Renewal
C1127,SMB,EMEA,P1,2026-07-01,116.54,0.0,26.39,Renewal
C1129,Mid-Market,EMEA,P2,2026-07-01,378.85,0.0,85.79,Renewal
C1130,Enterprise,NA,P3,2026-07-01,2108.6,0.0,418.86,Renewal
C1131,Enterprise,EMEA,P3,2026-07-01,2344.33,0.0,604.74,Renewal
C1132,Enterprise,EMEA,P3,2026-07-01,2301.36,0.0,494.82,Renewal
C1134,SMB,NA,P1,2026-07-01,117.08,0.0,24.43,Renewal
C1135,SMB,APAC,P1,2026-07-01,121.49,0.0,41.96,Renewal
C1136,SMB,APAC,P1,2026-07-01,96.95,0.0,32.24,Renewal
C1137,SMB,NA,P1,2026-07-01,104.69,0.0,35.51,Renewal
C1138,SMB,APAC,P1,2026-07-01,114.03,0.0,39.82,Renewal
C1141,Mid-Market,EMEA,P2,2026-07-01,814.22,0.0,179.83,Renewal
C1142,SMB,APAC,P1,2026-07-01,94.12,0.0,24.42,Renewal
C1143,SMB,NA,P1,2026-07-01,128.32,0.0,40.26,Renewal
C1144,SMB,NA,P1,2026-07-01,96.06,0.0,29.24,Renewal
C1145,Mid-Market,EMEA,P2,2026-07-01,292.63,0.0,63.93,Renewal
C1146,Mid-Market,EMEA,P2,2026-07-01,513.12,0.0,152.86,Renewal
C1148,SMB,EMEA,P1,2026-07-01,104.06,0.0,24.32,Renewal
C1149,SMB,EMEA,P1,2026-07-01,86.19,0.0,20.13,Renewal
C1150,Mid-Market,EMEA,P2,2026-07-01,479.77,0.0,126.87,Renewal
C1151,SMB,NA,P1,2026-07-01,120.12,0.0,34.71,Renewal
C1152,SMB,NA,P1,2026-07-01,71.72,0.0,20.58,Renewal
C1153,Enterprise,NA,P3,2026-07-01,2483.82,0.0,469.81,Renewal
C1154,Mid-Market,EMEA,P2,2026-07-01,521.84,0.0,159.32,Renewal
C1155,Mid-Market,NA,P2,2026-07-01,620.89,0.0,143.97,Renewal
C1156,Mid-Market,NA,P2,2026-07-01,472.46,0.0,101.83,Renewal
C1157,Mid-Market,EMEA,P2,2026-07-01,472.95,0.0,145.03,Renewal
C1158,SMB,EMEA,P1,2026-07-01,93.45,0.0,32.09,Renewal
C1159,Enterprise,NA,P3,2026-07-01,1890.11,0.0,503.17,Renewal
C1160,Mid-Market,EMEA,P2,2026-07-01,569.5,0.0,169.22,Renewal
C1161,SMB,NA,P1,2026-07-01,75.4,-23.31,21.31,Contraction
C1162,SMB,EMEA,P1,2026-07-01,109.19,0.0,23.26,Renewal
C1163,Mid-Market,EMEA,P2,2026-07-01,550.6,0.0,137.11,Renewal
C1164,Mid-Market,NA,P2,2026-07-01,531.09,0.0,129.97,Renewal
C1165,SMB,EMEA,P1,2026-07-01,87.73,0.0,20.96,Renewal
C1166,SMB,APAC,P1,2026-07-01,117.23,0.0,36.17,Renewal
C1167,SMB,NA,P1,2026-07-01,96.85,0.0,26.57,Renewal
C1168,Enterprise,EMEA,P3,2026-07-01,1849.21,0.0,347.84,Renewal
C1169,SMB,EMEA,P1,2026-07-01,85.76,0.0,19.98,Renewal
C1170,SMB,NA,P1,2026-07-01,107.55,0.0,32.53,Renewal
C1171,SMB,NA,P1,2026-07-01,110.98,0.0,23.46,Renewal
C1172,SMB,APAC,P1,2026-07-01,84.81,0.0,27.79,Renewal
C1173,SMB,APAC,P1,2026-07-01,104.43,104.43,28.64,New
C1174,SMB,EMEA,P1,2026-07-01,93.12,93.12,25.34,New
C1175,Enterprise,EMEA,P3,2026-07-01,2216.14,2216.14,530.19,New
C1176,Mid-Market,APAC,P2,2026-07-01,458.95,458.95,137.21,New
C1177,SMB,NA,P1,2026-07-01,111.51,111.51,28.12,New
C1178,SMB,EMEA,P1,2026-07-01,99.46,99.46,30.01,New
C1091,SMB,NA,P1,2026-08-01,88.89,0.0,25.32,Renewal
C1092,SMB,APAC,P1,2026-08-01,98.92,98.92,32.82,Reactivation
C1095,Enterprise,EMEA,P3,2026-08-01,2366.45,0.0,614.67,Renewal
C1096,SMB,EMEA,P1,2026-08-01,108.51,0.0,32.42,Renewal
C1097,Mid-Market,EMEA,P2,2026-08-01,1152.57,0.0,348.16,Renewal
C1098,Mid-Market,NA,P2,2026-08-01,2094.81,554.72,597.03,Expansion
C1101,Enterprise,EMEA,P3,2026-08-01,1255.62,0.0,331.11,Renewal
C1102,Mid-Market,APAC,P2,2026-08-01,631.57,0.0,179.17,Renewal
C1103,SMB,EMEA,P1,2026-08-01,79.48,0.0,24.0,Renewal
C1104,Mid-Market,EMEA,P2,2026-08-01,457.4,0.0,125.43,Renewal
C1105,Mid-Market,NA,P2,2026-08-01,705.41,0.0,204.8,Renewal
C1106,SMB,EMEA,P1,2026-08-01,42.7,0.0,9.56,Renewal
C1107,Enterprise,NA,P3,2026-08-01,3585.22,0.0,961.15,Renewal
C1109,Mid-Market,EMEA,P2,2026-08-01,401.59,0.0,122.33,Renewal
C1110,SMB,EMEA,P1,2026-08-01,0.0,-75.94,0.0,Churn
C1111,Enterprise,NA,P3,2026-08-01,4159.79,1073.31,802.37,Expansion
C1112,Enterprise,APAC,P3,2026-08-01,5005.87,0.0,1068.81,Renewal
C1113,Mid-Market,NA,P2,2026-08-01,767.09,0.0,221.86,Renewal
C1114,SMB,NA,P1,2026-08-01,141.33,0.0,31.67,Renewal
C1116,Enterprise,EMEA,P3,2026-08-01,2833.51,0.0,741.8,Renewal
C1117,SMB,NA,P1,2026-08-01,159.35,-37.86,44.0,Contraction
C1118,SMB,EMEA,P1,2026-08-01,96.15,0.0,19.32,Renewal
C1119,Mid-Market,EMEA,P2,2026-08-01,503.32,0.0,118.0,Renewal
C1120,Enterprise,APAC,P3,2026-08-01,4274.66,948.28,1188.86,Expansion
C1122,SMB,NA,P1,2026-08-01,119.64,0.0,35.27,Renewal
C1123,SMB,EMEA,P1,2026-08-01,141.38,0.0,33.79,Renewal
C1124,SMB,EMEA,P1,2026-08-01,82.4,-26.23,23.15,Contraction
C1125,Enterprise,EMEA,P3,2026-08-01,1524.18,0.0,393.21,Renewal
C1126,SMB,NA,P1,2026-08-01,101.06,0.0,21.83,Renewal
C1127,SMB,EMEA,P1,2026-08-01,0.0,-116.54,0.0,Churn
C1129,Mid-Market,EMEA,P2,2026-08-01,378.85,0.0,100.38,Renewal
C1130,Enterprise,NA,P3,2026-08-01,2108.6,0.0,582.6,Renewal
C1131,Enterprise,EMEA,P3,2026-08-01,2344.33,0.0,502.13,Renewal
C1132,Enterprise,EMEA,P3,2026-08-01,2301.36,0.0,559.83,Renewal
C1134,SMB,NA,P1,2026-08-01,117.08,0.0,39.78,Renewal
C1135,SMB,APAC,P1,2026-08-01,121.49,0.0,26.17,Renewal
C1136,SMB,APAC,P1,2026-08-01,80.89,-16.06,24.52,Contraction
C1137,SMB,NA,P1,2026-08-01,104.69,0.0,22.0,Renewal
C1138,SMB,APAC,P1,2026-08-01,135.73,21.7,41.56,Expansion
C1141,Mid-Market,EMEA,P2,2026-08-01,814.22,0.0,169.42,Renewal
C1142,SMB,APAC,P1,2026-08-01,94.12,0.0,27.04,Renewal
C1143,SMB,NA,P1,2026-08-01,128.32,0.0,32.32,Renewal
C1144,SMB,NA,P1,2026-08-01,96.06,0.0,28.16,Renewal
C1145,Mid-Market,EMEA,P2,2026-08-01,292.63,0.0,60.13,Renewal
C1146,Mid-Market,EMEA,P2,2026-08-01,513.12,0.0,156.29,Renewal
C1148,SMB,EMEA,P1,2026-08-01,0.0,-104.06,0.0,Churn
C1149,SMB,EMEA,P1,2026-08-01,86.19,0.0,29.76,Renewal
C1150,Mid-Market,EMEA,P2,2026-08-01,479.77,0.0,139.11,Renewal
C1151,SMB,NA,P1,2026-08-01,120.12,0.0,26.37,Renewal
C1152,SMB,NA,P1,2026-08-01,71.72,0.0,22.5,Renewal
C1153,Enterprise,NA,P3,2026-08-01,2483.82,0.0,453.19,Renewal
C1154,Mid-Market,EMEA,P2,2026-08-01,521.84,0.0,105.75,Renewal
C1155,Mid-Market,NA,P2,2026-08-01,620.89,0.0,148.29,Renewal
C1156,Mid-Market,NA,P2,2026-08-01,588.97,116.51,172.24,Expansion
C1157,Mid-Market,EMEA,P2,2026-08-01,472.95,0.0,133.37,Renewal
C1158,SMB,EMEA,P1,2026-08-01,93.45,0.0,24.94,Renewal
C1159,Enterprise,NA,P3,2026-08-01,1890.11,0.0,391.94,Renewal
C1160,Mid-Market,EMEA,P2,2026-08-01,569.5,0.0,182.04,Renewal
C1161,SMB,NA,P1,2026-08-01,75.4,0.0,19.9,Renewal
C1162,SMB,EMEA,P1,2026-08-01,109.19,0.0,29.23,Renewal
C1163,Mid-Market,EMEA,P2,2026-08-01,550.6,0.0,120.93,Renewal
C1164,Mid-Market,NA,P2,2026-08-01,531.09,0.0,156.87,Renewal
C1165,SMB,EMEA,P1,2026-08-01,114.76,27.03,26.75,Expansion
C1166,SMB,APAC,P1,2026-08-01,117.23,0.0,24.89,Renewal
C1167,SMB,NA,P1,2026-08-01,96.85,0.0,29.26,Renewal
C1168,Enterprise,EMEA,P3,2026-08-01,1849.21,0.0,453.89,Renewal
C1169,SMB,EMEA,P1,2026-08-01,101.37,15.61,34.73,Expansion
C1170,SMB,NA,P1,2026-08-01,107.55,0.0,23.95,Renewal
C1171,SMB,NA,P1,2026-08-01,136.47,25.49,46.61,Expansion
C1172,SMB,APAC,P1,2026-08-01,84.81,0.0,22.3,Renewal
C1173,SMB,APAC,P1,2026-08-01,104.43,0.0,30.89,Renewal
C1174,SMB,EMEA,P1,2026-08-01,93.12,0.0,24.18,Renewal
C1175,Enterprise,EMEA,P3,2026-08-01,2216.14,0.0,459.68,Renewal
C1176,Mid-Market,APAC,P2,2026-08-01,458.95,0.0,145.98,Renewal
C1177,SMB,NA,P1,2026-08-01,111.51,0.0,29.15,Renewal
C1178,SMB,EMEA,P1,2026-08-01,99.46,0.0,33.23,Renewal
C1179,SMB,EMEA,P1,2026-08-01,121.24,121.24,28.43,New
C1180,SMB,EMEA,P1,2026-08-01,89.6,89.6,20.78,New
C1181,SMB,EMEA,P1,2026-08-01,97.66,97.66,19.99,New
C1182,SMB,NA,P1,2026-08-01,88.64,88.64,26.39,New
C1183,Mid-Market,EMEA,P2,2026-08-01,608.72,608.72,148.66,New
